linkID,pollutantID,sourceTypeID,ratePerDistance
17,2,21,2251.310059
17,3,21,71.27420044
17,90,21,50189
17,91,21,698257
17,110,21,1.074339986
17,112,21,1.036139965
17,115,21,0.00125172
17,118,21,0.038202502
17,119,21,0
18,1,21,1.428969979
18,2,21,39.89780045
18,3,21,4.640039921
18,90,21,10097
18,91,21,140475
18,110,21,0.066110097
18,112,21,0.027907601
18,115,21,0.00125172
18,118,21,0.038202502
18,119,21,0
19,1,21,1.992089987
19,2,21,72.20149994
19,3,21,13.57509995
19,90,21,15935.59961
19,91,21,221705
19,110,21,0.068972602
19,112,21,0.030770101
19,115,21,0.00125172
19,118,21,0.038202502
19,119,21,0
20,1,21,2.439340115
20,2,21,100.3479996
20,3,21,19.77589989
20,90,21,20631.09961
20,91,21,287031
20,110,21,0.069350503
20,112,21,0.031148
20,115,21,0.00125172
20,118,21,0.038202502
20,119,21,0
21,1,21,5.295509815
21,2,21,308.95401
21,3,21,30.81240082
21,90,21,26884.59961
21,91,21,374033
21,110,21,0.097555697
21,112,21,0.059353299
21,115,21,0.00125172
21,118,21,0.038202502
21,119,21,0
22,1,21,7.630219936
22,2,21,389.2520142
22,3,21,44.11380005
22,90,21,35787.19922
22,91,21,497891
22,110,21,0.175319999
22,112,21,0.137116998
22,115,21,0.00125172
22,118,21,0.038202502
22,119,21,0
23,1,21,10.34720039
23,2,21,1065.949951
23,3,21,55.53139877
23,90,21,45580.10156
23,91,21,634136
23,110,21,0.196131006
23,112,21,0.157928005
23,115,21,0.00125172
23,118,21,0.038202502
23,119,21,0
1,1,31,2.322639942
1,2,31,21.33709908
1,3,31,1.616850019
1,90,31,5793.990234
1,91,31,80576.89844
1,110,31,0.057904299
1,112,31,0.0132288
1,115,31,0.0023652
1,118,31,0.0446756
1,119,31,0
2,1,31,1.201310039
2,2,31,18.1942997
2,3,31,2.96446991
2,90,31,4544.569824
2,91,31,63200.19922
2,110,31,0.0598015
2,112,31,0.0151259
2,115,31,0.0023652
2,118,31,0.0446756
2,119,31,0
3,1,31,1.786579967
3,2,31,49.30149841
3,3,31,2.438970089
3,90,31,7138.859863
3,91,31,99283.5
3,110,31,0.059086502
3,112,31,0.0144109
3,115,31,0.0023652
3,118,31,0.0446756
3,119,31,0
4,1,31,1.958600044
4,2,31,77.39559937
4,3,31,4.764239788
4,90,31,8805.370117
4,91,31,122458
4,110,31,0.058925301
4,112,31,0.0142498
4,115,31,0.0023652
4,118,31,0.0446756
4,119,31,0
5,1,31,2.795629978
5,2,31,96.584198
5,3,31,9.595479965
5,90,31,12588.90039
5,91,31,175066
5,110,31,0.079648197
5,112,31,0.034972701
5,115,31,0.0023652
5,118,31,0.0446756
5,119,31,0
6,1,31,3.431960106
6,2,31,135.2460022
6,3,31,16.1310997
6,90,31,15982.40039
6,91,31,222249
6,110,31,0.103069998
6,112,31,0.058394201
6,115,31,0.0023652
6,118,31,0.0446756
6,119,31,0
7,1,31,4.155779839
7,2,31,177.2220001
7,3,31,23.88559914
7,90,31,19288.30078
7,91,31,268214
7,110,31,0.123418003
7,112,31,0.078742102
7,115,31,0.0023652
7,118,31,0.0446756
7,119,31,0
8,1,31,5.554510117
8,2,31,252.6679993
8,3,31,36.98519897
8,90,31,24089.40039
8,91,31,334963
8,110,31,0.204925001
8,112,31,0.160249993
8,115,31,0.0023652
8,118,31,0.0446756
8,119,31,0
9,1,31,2.383630037
9,2,31,72.3789978
9,3,31,5.374060154
9,90,31,9387.860352
9,91,31,130563
9,110,31,0.057423498
9,112,31,0.012748
9,115,31,0.0023652
9,118,31,0.0446756
9,119,31,0
10,1,31,2.332950115
10,2,31,88.45580292
10,3,31,7.576429844
10,90,31,10059.09961
10,91,31,139892
10,110,31,0.060649302
10,112,31,0.015973801
10,115,31,0.0023652
10,118,31,0.0446756
10,119,31,0
11,1,31,2.702270031
11,2,31,111.7779999
11,3,31,11.02350044
11,90,31,12443.7002
11,91,31,173043
11,110,31,0.068221197
11,112,31,0.0235456
11,115,31,0.0023652
11,118,31,0.0446756
11,119,31,0
12,1,31,3.558779955
12,2,31,151.7059937
12,3,31,17.97179985
12,90,31,16082.7998
12,91,31,223642
12,110,31,0.081939802
12,112,31,0.037264202
12,115,31,0.0023652
12,118,31,0.0446756
12,119,31,0
13,1,31,3.901190042
13,2,31,179.7339935
13,3,31,25.35759926
13,90,31,20561.5
13,91,31,285921
13,110,31,0.097095199
13,112,31,0.0524197
13,115,31,0.0023652
13,118,31,0.0446756
13,119,31,0
14,1,31,5.31746006
14,2,31,256.1229858
14,3,31,37.72539902
14,90,31,28008.40039
14,91,31,389473
14,110,31,0.121679001
14,112,31,0.0770033
14,115,31,0.0023652
14,118,31,0.0446756
14,119,31,0
15,1,31,9.877180099
15,2,31,447.571991
15,3,31,59.57310104
15,90,31,37404
15,91,31,520131
15,110,31,0.283486992
15,112,31,0.238812
15,115,31,0.0023652
15,118,31,0.0446756
15,119,31,0
16,1,31,16.24209976
16,2,31,996.9359741
16,3,31,88.31880188
16,90,31,51207.10156
16,91,31,712084
16,110,31,0.541040003
16,112,31,0.496363997
16,115,31,0.0023652
16,118,31,0.0446756
16,119,31,0
17,1,31,24.93670082
17,2,31,3257.590088
17,3,31,113.8239975
17,90,31,60298.69922
17,91,31,838551
17,110,31,1.484429955
17,112,31,1.43975997
17,115,31,0.0023652
17,118,31,0.0446756
17,119,31,0
18,1,31,2.642019987
18,2,31,73.38580322
18,3,31,9.629590034
18,90,31,13496
18,91,31,187680
18,110,31,0.079743303
18,112,31,0.0350678
18,115,31,0.0023652
18,118,31,0.0446756
18,119,31,0
19,1,31,3.417259932
19,2,31,124.3700027
19,3,31,24.82169914
19,90,31,20419.80078
19,91,31,283967
19,110,31,0.128244996
19,112,31,0.083569497
19,115,31,0.0023652
19,118,31,0.0446756
19,119,31,0
20,1,31,4.185520172
20,2,31,168.4060059
20,3,31,34.19340134
20,90,31,26872.19922
20,91,31,373685
20,110,31,0.146805003
20,112,31,0.102130003
20,115,31,0.0023652
20,118,31,0.0446756
20,119,31,0
21,1,31,6.795949936
21,2,31,381.0639954
21,3,31,53.2757988
21,90,31,34845.39844
21,91,31,484575
21,110,31,0.174034998
21,112,31,0.129360005
21,115,31,0.0023652
21,118,31,0.0446756
21,119,31,0
22,1,31,14.51039982
22,2,31,556.3549805
22,3,31,75.48960114
22,90,31,45602.80078
22,91,31,634193
22,110,31,0.262704998
22,112,31,0.218030006
22,115,31,0.0023652
22,118,31,0.0446756
22,119,31,0
23,1,31,19.72660065
23,2,31,1510.650024
23,3,31,99.50520325
23,90,31,60218.39844
23,91,31,837458
23,110,31,0.314013988
23,112,31,0.269338995
23,115,31,0.0023652
23,118,31,0.0446756
23,119,31,0
1,1,32,2.422060013
1,2,32,22.64380074
1,3,32,2.818099976
1,90,32,5905.299805
1,91,32,82035.20313
1,110,32,0.131439
1,112,32,0.037644699
1,115,32,0.00487319
1,118,32,0.093794502
1,119,32,0
2,1,32,1.303449988
2,2,32,15.62650013
2,3,32,5.305339813
2,90,32,4625.459961
2,91,32,64252.69922
2,110,32,0.142267004
2,112,32,0.048472799
2,115,32,0.00487319
2,118,32,0.093794502
2,119,32,0
3,1,32,2.214459896
3,2,32,53.24990082
3,3,32,3.486180067
3,90,32,7258.700195
3,91,32,100846
3,110,32,0.136002004
3,112,32,0.042208001
3,115,32,0.00487319
3,118,32,0.093794502
3,119,32,0
4,1,32,2.245870113
4,2,32,74.9641037
4,3,32,6.073810101
4,90,32,8963.410156
4,91,32,124523
4,110,32,0.133597001
4,112,32,0.039802201
4,115,32,0.00487319
4,118,32,0.093794502
4,119,32,0
5,1,32,3.464580059
5,2,32,98.46649933
5,3,32,11.09130001
5,90,32,12847.09961
5,91,32,178448
5,110,32,0.207822993
5,112,32,0.114028998
5,115,32,0.00487319
5,118,32,0.093794502
5,119,32,0
6,1,32,4.098999977
6,2,32,137.2510071
6,3,32,17.19140053
6,90,32,16342.7002
6,91,32,226977
6,110,32,0.297717005
6,112,32,0.203923002
6,115,32,0.00487319
6,118,32,0.093794502
6,119,32,0
7,1,32,4.940269947
7,2,32,184.6089935
7,3,32,23.8348999
7,90,32,19752.69922
7,91,32,274317
7,110,32,0.348452002
7,112,32,0.254657
7,115,32,0.00487319
7,118,32,0.093794502
7,119,32,0
8,1,32,6.929609776
8,2,32,273.3120117
8,3,32,38.89089966
8,90,32,24714.40039
8,91,32,343187
8,110,32,0.547833979
8,112,32,0.454039007
8,115,32,0.00487319
8,118,32,0.093794502
8,119,32,0
9,1,32,2.703850031
9,2,32,75.08840179
9,3,32,5.766749859
9,90,32,9555.429688
9,91,32,132762
9,110,32,0.118887998
9,112,32,0.025093401
9,115,32,0.00487319
9,118,32,0.093794502
9,119,32,0
10,1,32,2.784250021
10,2,32,90.70510101
10,3,32,9.674349785
10,90,32,10242
10,91,32,142282
10,110,32,0.135000005
10,112,32,0.041205399
10,115,32,0.00487319
10,118,32,0.093794502
10,119,32,0
11,1,32,3.248929977
11,2,32,112.7190018
11,3,32,12.81980038
11,90,32,12718.59961
11,91,32,176652
11,110,32,0.162334993
11,112,32,0.068540901
11,115,32,0.00487319
11,118,32,0.093794502
11,119,32,0
12,1,32,4.065239906
12,2,32,150.6909943
12,3,32,19.00119972
12,90,32,16476
12,91,32,228818
12,110,32,0.215627998
12,112,32,0.121832997
12,115,32,0.00487319
12,118,32,0.093794502
12,119,32,0
13,1,32,4.246500015
13,2,32,182.4669952
13,3,32,25.40850067
13,90,32,21068.5
13,91,32,292602
13,110,32,0.259620011
13,112,32,0.165825993
13,115,32,0.00487319
13,118,32,0.093794502
13,119,32,0
14,1,32,5.373799801
14,2,32,254.4609985
14,3,32,35.56740189
14,90,32,28737.5
14,91,32,399100
14,110,32,0.31288299
14,112,32,0.219089001
14,115,32,0.00487319
14,118,32,0.093794502
14,119,32,0
15,1,32,9.961420059
15,2,32,447.8469849
15,3,32,56.10720062
15,90,32,38321.80078
15,91,32,532227
15,110,32,0.519652009
15,112,32,0.425857991
15,115,32,0.00487319
15,118,32,0.093794502
15,119,32,0
16,1,32,16.07379913
16,2,32,957.3619995
16,3,32,82.8219986
16,90,32,52404.10156
16,91,32,727837
16,110,32,0.776772022
16,112,32,0.682977021
16,115,32,0.00487319
16,118,32,0.093794502
16,119,32,0
17,1,32,24.26639938
17,2,32,3047.560059
17,3,32,109.5029984
17,90,32,61449.69922
17,91,32,853577
17,110,32,1.828549981
17,112,32,1.734760046
17,115,32,0.00487319
17,118,32,0.093794502
17,119,32,0
18,1,32,2.955440044
18,2,32,86.63189697
18,3,32,11.98330021
18,90,32,13799.40039
18,91,32,191676
18,110,32,0.155572996
18,112,32,0.061778702
18,115,32,0.00487319
18,118,32,0.093794502
18,119,32,0
19,1,32,3.515180111
19,2,32,130.4920044
19,3,32,25.59910011
19,90,32,20864.19922
19,91,32,289807
19,110,32,0.330163002
19,112,32,0.236368001
19,115,32,0.00487319
19,118,32,0.093794502
19,119,32,0
20,1,32,4.224490166
20,2,32,172.7700043
20,3,32,33.91569901
20,90,32,27539.19922
20,91,32,382490
20,110,32,0.388379991
20,112,32,0.29458499
20,115,32,0.00487319
20,118,32,0.093794502
20,119,32,0
21,1,32,6.671500206
21,2,32,378.9429932
21,3,32,51.83499908
21,90,32,35622.60156
21,91,32,494803
21,110,32,0.420926988
21,112,32,0.327131987
21,115,32,0.00487319
21,118,32,0.093794502
21,119,32,0
22,1,32,12.84560013
22,2,32,510.6679993
22,3,32,71.83350372
22,90,32,46484.69922
22,91,32,645738
22,110,32,0.510794997
22,112,32,0.416999996
22,115,32,0.00487319
22,118,32,0.093794502
22,119,32,0
23,1,32,17.50790024
23,2,32,1352.810059
23,3,32,95.60299683
23,90,32,61365.69922
23,91,32,852478
23,110,32,0.65349102
23,112,32,0.559696972
23,115,32,0.00487319
23,118,32,0.093794502
23,119,32,0
1,1,41,13.13860035
1,2,41,33.11869812
1,3,41,88.64710236
1,90,41,17307.80078
1,91,41,234965
1,110,41,4.832049847
1,112,41,0.877941012
1,115,41,0.134558007
1,118,41,3.954109907
1,119,41,0
2,1,41,9.809650421
2,2,41,22.54520035
2,3,41,73.77300262
2,90,41,8572.830078
2,91,41,116382
2,110,41,5.014689922
2,112,41,1.060580015
2,115,41,0.134558007
2,118,41,3.954109907
2,119,41,0
3,1,41,18.35960007
3,2,41,61.19869995
3,3,41,68.83899689
3,90,41,11357.2002
3,91,41,154182
3,110,41,5.491509914
3,112,41,1.537400007
3,115,41,0.134558007
3,118,41,3.954109907
3,119,41,0
4,1,41,18.6114006
4,2,41,65.90619659
4,3,41,237.8910065
4,90,41,32540
4,91,41,441752
4,110,41,6.772729874
4,112,41,2.818619967
4,115,41,0.134558007
4,118,41,3.954109907
4,119,41,0
5,1,41,25.12319946
5,2,41,125.9899979
5,3,41,384.6839905
5,90,41,58576.19922
5,91,41,795212
5,110,41,20.00259972
5,112,41,16.04850006
5,115,41,0.134558007
5,118,41,3.954109907
5,119,41,0
6,1,41,27.42539978
6,2,41,154.7949982
6,3,41,510.526001
6,90,41,84998.10156
6,91,41,1153910
6,110,41,28.21899986
6,112,41,24.26490021
6,115,41,0.134558007
6,118,41,3.954109907
6,119,41,0
7,1,41,27.55489922
7,2,41,193.397995
7,3,41,612.9680176
7,90,41,107150
7,91,41,1454630
7,110,41,39.87459946
7,112,41,35.92050171
7,115,41,0.134558007
7,118,41,3.954109907
7,119,41,0
8,1,41,25.14080048
8,2,41,242.3130035
8,3,41,852.757019
8,90,41,146360
8,91,41,1986940
8,110,41,41.28499985
8,112,41,37.33089828
8,115,41,0.134558007
8,118,41,3.954109907
8,119,41,0
9,1,41,19.24290085
9,2,41,66.55400085
9,3,41,49.60800171
9,90,41,9113.349609
9,91,41,123720
9,110,41,5.574530125
9,112,41,1.620419979
9,115,41,0.134558007
9,118,41,3.954109907
9,119,41,0
10,1,41,23.28689957
10,2,41,101.612999
10,3,41,288.6180115
10,90,41,41492.60156
10,91,41,563290
10,110,41,8.493020058
10,112,41,4.538909912
10,115,41,0.134558007
10,118,41,3.954109907
10,119,41,0
11,1,41,23.21899986
11,2,41,118.560997
11,3,41,459.3500061
11,90,41,68160.39844
11,91,41,925324
11,110,41,17.03140068
11,112,41,13.07730007
11,115,41,0.134558007
11,118,41,3.954109907
11,119,41,0
12,1,41,24.6807003
12,2,41,154.1829987
12,3,41,663.9459839
12,90,41,98135.89844
12,91,41,1332260
12,110,41,30.73019981
12,112,41,26.77610016
12,115,41,0.134558007
12,118,41,3.954109907
12,119,41,0
13,1,41,25.64900017
13,2,41,180.9750061
13,3,41,818.3029785
13,90,41,125868
13,91,41,1708750
13,110,41,42.81439972
13,112,41,38.86029816
13,115,41,0.134558007
13,118,41,3.954109907
13,119,41,0
14,1,41,27.20870018
14,2,41,219.7100067
14,3,41,1132.609985
14,90,41,172442
14,91,41,2341020
14,110,41,57.28110123
14,112,41,53.32699966
14,115,41,0.134558007
14,118,41,3.954109907
14,119,41,0
15,1,41,25.2371006
15,2,41,237.5970001
15,3,41,1463.890015
15,90,41,241420
15,91,41,3277440
15,110,41,84.29499817
15,112,41,80.34089661
15,115,41,0.134558007
15,118,41,3.954109907
15,119,41,0
16,1,41,32.4477005
16,2,41,305.4819946
16,3,41,1837.079956
16,90,41,310396
16,91,41,4213840
16,110,41,126.6350021
16,112,41,122.6809998
16,115,41,0.134558007
16,118,41,3.954109907
16,119,41,0
17,1,41,39.65829849
17,2,41,373.3680115
17,3,41,2245.320068
17,90,41,379373
17,91,41,5150250
17,110,41,156.6210022
17,112,41,152.6670074
17,115,41,0.134558007
17,118,41,3.954109907
17,119,41,0
18,1,41,27.66530037
18,2,41,114.8150024
18,3,41,197.1920013
18,90,41,36733.69922
18,91,41,498685
18,110,41,10.54850006
18,112,41,6.594399929
18,115,41,0.134558007
18,118,41,3.954109907
18,119,41,0
19,1,41,27.31719971
19,2,41,146.0059967
19,3,41,834.8150024
19,90,41,110884
19,91,41,1505320
19,110,41,23.56979942
19,112,41,19.61569977
19,115,41,0.134558007
19,118,41,3.954109907
19,119,41,0
20,1,41,29.1875
20,2,41,212.7660065
20,3,41,1219.089966
20,90,41,172702
20,91,41,2344540
20,110,41,34.1310997
20,112,41,30.17700005
20,115,41,0.134558007
20,118,41,3.954109907
20,119,41,0
21,1,41,34.20009995
21,2,41,179.496994
21,3,41,1596.849976
21,90,41,241783
21,91,41,3282360
21,110,41,48.14410019
21,112,41,44.18999863
21,115,41,0.134558007
21,118,41,3.954109907
21,119,41,0
22,1,41,43.97169876
22,2,41,230.7830048
22,3,41,2013.060059
22,90,41,310862
22,91,41,4220170
22,110,41,70.01180267
22,112,41,66.05770111
22,115,41,0.134558007
22,118,41,3.954109907
22,119,41,0
23,1,41,53.74309921
23,2,41,282.0679932
23,3,41,2460.409912
23,90,41,379943
23,91,41,5157980
23,110,41,85.29910278
23,112,41,81.34500122
23,115,41,0.134558007
23,118,41,3.954109907
23,119,41,0
1,1,42,26.08849907
1,2,42,52.58319855
1,3,42,63.62120056
1,90,42,16240
1,91,42,224395
1,110,42,4.631549835
1,112,42,0.750532985
1,115,42,0.118883997
1,118,42,3.881010056
1,119,42,0
2,1,42,17.58799934
2,2,42,31.03730011
2,3,42,134.2579956
2,90,42,8432.299805
2,91,42,117598
2,110,42,4.701849937
2,112,42,0.820831001
2,115,42,0.118883997
2,118,42,3.881010056
2,119,42,0
3,1,42,32.98880005
3,2,42,94.40309906
3,3,42,91.77469635
3,90,42,11174.40039
3,91,42,155845
3,110,42,5.148049831
3,112,42,1.267040014
3,115,42,0.118883997
3,118,42,3.881010056
3,119,42,0
4,1,42,45.72370148
4,2,42,109.711998
4,3,42,271.8359985
4,90,42,31297.40039
4,91,42,434570
4,110,42,6.700880051
4,112,42,2.819869995
4,115,42,0.118883997
4,118,42,3.881010056
4,119,42,0
5,1,42,105.1409988
5,2,42,240.0509949
5,3,42,424.1220093
5,90,42,59700
5,91,42,838078
5,110,42,21.90620041
5,112,42,18.02519989
5,115,42,0.118883997
5,118,42,3.881010056
5,119,42,0
6,1,42,161.8690033
6,2,42,335.1289978
6,3,42,581.6550293
6,90,42,88506.89844
6,91,42,1247290
6,110,42,29.95030022
6,112,42,26.06920052
6,115,42,0.118883997
6,118,42,3.881010056
6,119,42,0
7,1,42,215.3280029
7,2,42,443.071991
7,3,42,698.7709961
7,90,42,113608
7,91,42,1606150
7,110,42,41.74499893
7,112,42,37.86399841
7,115,42,0.118883997
7,118,42,3.881010056
7,119,42,0
8,1,42,295.7650146
8,2,42,603.1079712
8,3,42,814.2919922
8,90,42,156293
8,91,42,2212320
8,110,42,41.82040024
8,112,42,37.93939972
8,115,42,0.118883997
8,118,42,3.881010056
8,119,42,0
9,1,42,36.84909821
9,2,42,99.92649841
9,3,42,88.20670319
9,90,42,9677.44043
9,91,42,136859
9,110,42,5.659629822
